Date,Close
2020-01-20,69.18283844
2020-01-21,68.81191254
2020-01-22,69.61146545
2020-01-23,69.66916656
2020-01-24,70.01537323
2020-01-28,69.25701904
2020-01-29,69.7433548
2020-01-30,70.42752075
2020-01-31,70.27915955
2020-02-03,69.69389343
2020-02-04,69.49607086
2020-02-05,68.64704132
2020-02-06,69.43013
2020-02-07,69.89997101
2020-02-10,69.50431061
2020-02-11,69.83403778
2020-02-12,72.68608093
2020-02-13,73.13943481
2020-02-14,75.00233459
2020-02-17,73.74118042
2020-02-18,74.40061188
2020-02-19,74.03813171
2020-02-20,74.05498505
2020-02-21,74.85580444
2020-02-24,74.17299652
2020-02-25,73.1698761
2020-02-26,71.94755554
2020-02-27,71.17202759
2020-02-28,68.93816376
2020-03-02,67.8338623
2020-03-03,66.68742371
2020-03-04,65.0014801
2020-03-05,64.69800568
2020-03-06,62.32083511
2020-03-09,58.29142761
2020-03-10,61.84877777
2020-03-11,57.74350357
2020-03-12,53.19989395
2020-03-13,55.93954849
2020-03-16,50.34222031
2020-03-17,57.01854324
2020-03-18,53.9079895
2020-03-19,51.3790741
2020-03-20,50.50238037
2020-03-23,45.73959732
2020-03-24,48.04933167
2020-03-25,52.60138321
2020-03-26,52.09559631
2020-03-27,48.60570145
2020-03-30,53.9079895
2020-03-31,52.11245728
2020-04-01,53.67195129
2020-04-02,51.62353516
2020-04-03,50.67097855
2020-04-06,52.66038895
2020-04-07,52.15460587
2020-04-08,50.41809082
2020-04-09,52.06187439
2020-04-14,52.89641953
2020-04-15,52.32320404
2020-04-16,51.64038849
2020-04-17,51.47179794
2020-04-20,50.47709656
2020-04-21,49.42338181
2020-04-22,49.94602585
2020-04-23,49.59197617
2020-04-24,49.63412094
2020-04-27,49.63412094
2020-04-28,49.40652466
2020-04-29,51.48023605
2020-04-30,52.84584427
2020-05-01,49.60040665
2020-05-04,50.47709656
2020-05-05,51.29476929
2020-05-06,50.87329483
2020-05-07,49.95444489
2020-05-08,50.24105453
2020-05-11,50.69626236
2020-05-12,50.33378601
2020-05-13,51.29476929
2020-05-14,49.6509819
2020-05-15,50.24105453
2020-05-18,49.6509819
2020-05-19,50.28321457
2020-05-20,50.63725662
2020-05-21,49.77743149
2020-05-22,49.48239136
2020-05-25,49.7268486
2020-05-26,51.68254471
2020-05-27,54.20302582
2020-05-28,55.40847778
2020-05-29,53.73939133
2020-06-01,53.86582947
2020-06-02,53.97542572
2020-06-03,55.72880554
2020-06-04,57.03540802
2020-06-05,57.93738937
2020-06-09,60.86249542
2020-06-10,60.35671234
2020-06-11,57.6929245
2020-06-12,56.74879837
2020-06-15,55.88897324
2020-06-16,58.24085617
2020-06-17,58.66233444
2020-06-18,58.17341614
2020-06-19,57.89523315
2020-06-22,58.53590012
2020-06-23,58.19026566
2020-06-24,58.36729431
2020-06-25,57.02698135
2020-06-26,58.39258575
2020-06-29,57.81095123
2020-06-30,58.51903152
2020-07-01,58.9067955
2020-07-02,59.93522644
2020-07-03,60.3314209
2020-07-06,60.20497513
2020-07-07,60.0532341
2020-07-08,59.48002243
2020-07-09,59.36200714
2020-07-10,59.53902435
